u_nodes_ratings_l	v_nodes_ratings_l	ratings_l	company	UserState	UserTimeZone	ItemCity	ItemState	ItemTimeZone
1944	1560	5	2	56	12	15	28	3
1944	220	5	2	56	12	72	17	2
616	1229	5	0	56	12	50	28	3
2058	947	5	3	56	12	1	26	2
2058	2134	5	3	56	12	92	10	0
2058	1406	5	3	56	12	1	26	2
974	220	5	4	56	12	72	17	2
1514	2058	5	0	56	12	84	13	2
2334	1957	5	1	56	12	105	24	2
56	2218	5	2	56	12	60	29	0
2084	1652	5	1	32	12	42	7	1
585	1876	5	3	32	12	26	22	2
800	1242	5	3	32	12	89	2	2
311	2147	5	3	32	12	39	30	1
1582	1494	5	3	32	12	27	4	0
1596	1218	5	3	32	12	18	20	2
584	1347	5	0	32	12	60	29	0
2290	1734	5	4	32	12	57	7	1
1736	1596	5	3	32	12	76	7	1
613	181	5	3	32	12	21	15	2
2086	1817	5	4	32	12	12	1	2
2035	383	5	3	32	12	4	25	3
1397	1414	5	0	32	12	32	26	2
997	1814	5	3	32	12	12	1	2
872	927	5	1	32	12	3	17	2
1531	1764	5	3	32	12	48	7	1
1531	549	5	3	32	12	49	26	2
1531	1845	5	3	32	12	75	26	2
1290	1963	5	3	32	12	89	2	2
339	2213	5	3	32	12	6	5	3
1186	474	5	3	32	12	36	23	2
1297	1480	5	3	32	12	96	26	2
1297	1242	5	3	32	12	89	2	2
604	1226	5	3	32	12	87	15	2
2147	664	5	3	32	12	79	11	2
1639	1817	5	4	32	12	12	1	2
2271	580	5	4	32	12	84	13	2
2307	345	5	4	32	12	1	26	2
1582	2193	5	4	32	12	62	4	0
435	616	5	2	32	12	84	13	2
435	1829	5	2	32	12	1	26	2
1178	578	5	4	32	12	105	24	2
1197	1392	5	1	32	12	84	13	2
2086	217	5	4	32	12	84	13	2
1397	1074	5	0	32	12	78	12	0
997	1534	5	4	32	12	28	28	3
351	932	5	1	32	12	84	13	2
872	462	5	4	32	12	72	17	2
595	806	5	4	32	12	39	30	1
1531	1371	5	2	32	12	90	21	1
1531	925	5	3	32	12	85	3	2
1154	388	5	4	32	12	4	25	3
1186	1559	5	2	32	12	15	28	3
1639	345	5	4	32	12	1	26	2
2084	1764	5	2	32	12	48	7	1
2307	602	5	4	32	12	72	17	2
1582	2111	5	2	32	12	14	9	2
1582	767	5	2	32	12	4	25	3
1807	634	5	2	32	12	1	26	2
435	578	5	2	32	12	105	24	2
435	282	5	2	32	12	105	24	2
2290	1863	5	2	32	12	83	26	2
1178	2220	5	2	32	12	60	29	0
1197	84	5	4	32	12	3	17	2
1861	298	5	2	32	12	50	28	3
2086	1964	5	4	32	12	89	2	2
2035	2193	5	2	32	12	62	4	0
1973	253	5	4	32	12	43	7	1
793	602	5	4	32	12	72	17	2
1610	462	5	4	32	12	72	17	2
1531	321	5	2	32	12	85	3	2
1531	1364	5	2	32	12	90	21	1
339	833	5	1	32	12	12	1	2
1186	1341	5	2	32	12	36	23	2
604	1330	5	2	32	12	4	25	3
1639	241	5	4	32	12	81	14	1
2084	892	5	0	32	12	64	28	3
2271	977	5	4	32	12	22	20	2
2271	99	5	4	32	12	92	10	0
585	619	5	3	32	12	58	29	0
800	1237	5	0	32	12	27	4	0
1596	964	5	4	32	12	24	12	0
435	1394	5	3	32	12	81	14	1
584	207	5	0	32	12	25	9	2
2290	1745	5	4	32	12	57	7	1
1736	1170	5	3	32	12	89	2	2
261	2008	5	1	32	12	90	21	1
2086	1964	5	4	32	12	89	2	2
2035	114	5	3	32	12	62	4	0
1973	1191	5	4	32	12	22	20	2
997	512	5	3	32	12	15	28	3
351	489	5	3	32	12	25	9	2
793	959	5	0	32	12	65	21	1
1297	926	5	1	32	12	3	17	2
2147	1999	5	3	32	12	79	11	2
2271	440	5	4	32	12	84	13	2
2271	492	5	4	32	12	49	26	2
1274	1498	5	3	32	12	26	22	2
2307	773	5	4	32	12	12	1	2
800	1844	5	2	32	12	75	26	2
435	1283	5	3	32	12	84	13	2
584	578	5	4	32	12	105	24	2
1178	461	5	4	32	12	72	17	2
613	2091	5	3	32	12	21	15	2
1973	1364	5	4	32	12	90	21	1
1397	311	5	0	32	12	98	27	0
997	1575	5	4	32	12	28	28	3
872	1191	5	4	32	12	22	20	2
793	345	5	0	32	12	1	26	2
1531	598	5	3	32	12	14	9	2
1531	1144	5	3	32	12	68	28	3
1297	4	5	2	32	12	81	14	1
604	31	5	3	32	12	87	15	2
1301	220	5	3	4	12	72	17	2
1445	333	5	3	4	12	64	28	3
953	1209	5	4	4	12	64	28	3
1301	1847	5	4	4	12	22	20	2
576	260	5	1	4	12	89	2	2
2004	1531	5	2	4	12	16	7	1
1445	1790	5	2	4	12	4	25	3
1981	1347	5	1	4	12	60	29	0
576	1251	5	3	4	12	42	7	1
2004	1585	5	1	4	12	76	7	1
1445	1434	5	1	4	12	78	12	0
920	948	5	2	4	12	27	4	0
1301	1847	5	4	4	12	22	20	2
1301	1847	5	4	4	12	22	20	2
1445	332	5	2	4	12	82	7	1
953	1209	5	4	4	12	64	28	3
2217	1192	5	3	74	27	37	9	2
1931	4	5	0	74	27	81	14	1
494	186	5	0	74	27	104	7	1
1567	1340	5	4	74	27	44	29	0
1931	1670	5	0	74	27	43	7	1
2217	1450	5	4	74	27	104	7	1
1931	2264	5	4	74	27	84	13	2
361	1846	5	2	74	27	22	20	2
2217	2054	5	0	74	27	84	13	2
1567	1340	5	4	74	27	44	29	0
1931	1963	5	0	74	27	89	2	2
1567	1170	5	4	74	27	89	2	2
494	2176	5	2	74	27	90	21	1
489	843	5	0	29	12	104	7	1
227	922	5	1	29	12	18	20	2
1555	1977	5	3	29	12	92	10	0
1629	1040	5	3	29	12	22	20	2
1919	892	5	4	29	12	64	28	3
1348	531	5	4	29	12	7	16	0
1654	1740	5	3	29	12	57	7	1
1576	469	5	3	29	12	60	29	0
2200	1250	5	4	29	12	49	26	2
124	1227	5	3	29	12	52	16	0
2253	340	5	3	29	12	59	4	0
1296	1962	5	0	29	12	89	2	2
30	1981	5	1	29	12	69	10	0
1102	1504	5	1	29	12	18	20	2
221	496	5	3	29	12	68	28	3
181	994	5	0	29	12	87	15	2
1884	2168	5	1	29	12	106	8	0
2032	535	5	3	29	12	82	7	1
1555	261	5	4	29	12	89	2	2
2250	1969	5	2	29	12	18	20	2
2024	578	5	4	29	12	105	24	2
1919	1233	5	2	29	12	4	25	3
1385	294	5	3	29	12	7	16	0
1385	815	5	3	29	12	101	18	3
2345	947	5	4	29	12	1	26	2
597	1151	5	4	29	12	89	2	2
679	314	5	2	29	12	47	0	0
2253	1909	5	3	29	12	49	26	2
1467	710	5	3	29	12	79	11	2
2193	1489	5	3	29	12	72	17	2
2182	1518	5	4	29	12	26	22	2
1102	984	5	4	29	12	57	7	1
221	562	5	2	29	12	14	9	2
307	922	5	4	29	12	18	20	2
1555	205	5	2	29	12	89	2	2
1629	1822	5	2	29	12	12	1	2
2250	238	5	2	29	12	90	21	1
107	346	5	4	29	12	50	28	3
1348	1329	5	4	29	12	4	25	3
1654	311	5	0	29	12	98	27	0
1081	598	5	2	29	12	14	9	2
1576	224	5	2	29	12	39	30	1
597	930	5	4	29	12	104	7	1
606	1097	5	4	29	12	18	20	2
1617	932	5	4	29	12	84	13	2
124	1929	5	2	29	12	0	6	0
124	1573	5	2	29	12	28	28	3
1296	295	5	2	29	12	81	14	1
1467	1624	5	4	29	12	43	7	1
2193	774	5	2	29	12	84	13	2
30	2160	5	4	29	12	3	17	2
1102	479	5	4	29	12	18	20	2
1108	922	5	4	29	12	18	20	2
2250	2126	5	0	29	12	66	9	2
1385	584	5	3	29	12	62	4	0
1385	218	5	3	29	12	49	26	2
1385	1494	5	3	29	12	27	4	0
1576	2120	5	3	29	12	53	9	2
606	997	5	4	29	12	15	28	3
679	1550	5	2	29	12	64	28	3
1617	1824	5	0	29	12	12	1	2
124	831	5	2	29	12	87	15	2
124	2116	5	2	29	12	18	20	2
2253	539	5	3	29	12	49	26	2
1467	1925	5	3	29	12	79	11	2
2193	1322	5	3	29	12	92	10	0
221	612	5	3	29	12	64	28	3
221	610	5	3	29	12	68	28	3
181	161	5	0	29	12	49	26	2
307	2010	5	3	29	12	0	6	0
1108	419	5	4	29	12	79	11	2
227	455	5	2	29	12	37	9	2
1555	163	5	4	29	12	60	29	0
1385	2268	5	3	29	12	101	18	3
1385	99	5	3	29	12	92	10	0
1385	938	5	3	29	12	79	11	2
2346	5	5	3	29	12	94	15	2
1081	1275	5	2	29	12	6	5	3
1076	2095	5	3	29	12	25	9	2
2200	1656	5	4	29	12	18	20	2
679	2069	5	2	29	12	93	7	1
1617	932	5	0	29	12	84	13	2
2182	1877	5	4	29	12	26	22	2
1102	2115	5	4	29	12	18	20	2
1528	185	5	3	29	12	101	18	3
181	24	5	0	29	12	87	15	2
405	1970	5	0	62	31	98	27	0
1661	1462	5	4	62	31	92	10	0
291	1278	5	4	62	31	6	5	3
926	64	5	4	62	31	15	28	3
2303	2116	5	3	62	31	18	20	2
796	1805	5	3	62	31	12	1	2
796	2153	5	3	62	31	72	17	2
2201	375	5	0	62	31	42	7	1
220	2127	5	0	62	31	66	9	2
220	299	5	0	62	31	3	17	2
231	94	5	4	62	31	42	7	1
1530	2252	5	2	62	31	100	13	2
1530	1647	5	2	62	31	104	7	1
1891	2052	5	2	62	31	84	13	2
1661	1969	5	4	62	31	18	20	2
1367	551	5	4	62	31	49	26	2
1367	549	5	4	62	31	49	26	2
291	1307	5	4	62	31	77	8	0
1471	1907	5	3	62	31	4	25	3
1838	1180	5	4	62	31	40	29	0
2201	1173	5	4	62	31	92	10	0
220	2133	5	4	62	31	92	10	0
876	1975	5	4	62	31	92	10	0
1231	1939	5	4	62	31	56	26	2
1259	328	5	2	62	31	73	19	0
715	2176	5	2	62	31	90	21	1
1801	647	5	4	62	31	24	12	0
877	1464	5	4	62	31	42	7	1
1756	2199	5	4	62	31	33	3	2
681	234	5	4	62	31	42	7	1
405	2011	5	2	62	31	90	21	1
1367	1505	5	2	62	31	90	21	1
1367	96	5	4	62	31	106	8	0
291	255	5	4	62	31	6	5	3
1471	971	5	2	62	31	81	14	1
1471	1503	5	0	62	31	18	20	2
807	539	5	2	62	31	49	26	2
1838	769	5	4	62	31	76	7	1
796	834	5	2	62	31	89	2	2
796	1734	5	2	62	31	57	7	1
2201	1462	5	4	62	31	92	10	0
220	205	5	2	62	31	89	2	2
876	623	5	4	62	31	84	13	2
1144	1176	5	2	62	31	57	7	1
699	2039	5	4	62	31	6	5	3
1259	2168	5	2	62	31	106	8	0
715	1000	5	2	62	31	74	29	0
877	1185	5	2	62	31	38	19	0
1756	1560	5	2	62	31	15	28	3
1756	2087	5	4	62	31	18	20	2
829	1928	5	3	62	31	0	6	0
1367	1174	5	4	62	31	78	12	0
1367	1392	5	4	62	31	84	13	2
1471	2056	5	3	62	31	84	13	2
926	1940	5	4	62	31	73	19	0
1838	418	5	3	62	31	12	1	2
796	469	5	0	62	31	60	29	0
2201	39	5	4	62	31	78	12	0
1231	1475	5	3	62	31	94	15	2
699	2036	5	3	62	31	6	5	3
715	2171	5	3	62	31	77	8	0
715	1560	5	3	62	31	15	28	3
1756	1304	5	0	62	31	82	7	1
1530	1646	5	3	62	31	41	7	1
405	923	5	0	62	31	92	10	0
1891	217	5	2	62	31	84	13	2
1367	509	5	4	62	31	77	8	0
1647	1491	5	2	62	31	42	7	1
2303	1808	5	3	62	31	12	1	2
1838	1977	5	4	62	31	92	10	0
2201	1740	5	4	62	31	57	7	1
220	1086	5	4	62	31	41	7	1
876	1376	5	4	62	31	69	10	0
1187	525	5	4	62	31	57	7	1
1231	2047	5	0	62	31	84	13	2
699	2133	5	1	62	31	92	10	0
715	1858	5	3	62	31	49	26	2
2311	1932	5	3	62	31	0	6	0
329	833	5	0	39	31	12	1	2
55	1969	5	3	39	31	18	20	2
1324	1791	5	0	39	31	4	25	3
2111	80	5	0	39	31	72	17	2
1304	2129	5	3	39	31	69	10	0
1143	2116	5	1	39	31	18	20	2
2332	1993	5	3	39	31	77	8	0
2332	954	5	3	39	31	15	28	3
230	1870	5	3	39	31	23	26	2
128	1157	5	0	39	31	73	19	0
1645	2152	5	3	39	31	72	17	2
1626	1406	5	1	39	31	1	26	2
1680	2194	5	0	39	31	62	4	0
1702	1951	5	2	39	31	105	24	2
1493	748	5	2	39	31	1	26	2
344	795	5	2	39	31	49	26	2
270	1170	5	0	39	31	89	2	2
1324	2212	5	0	39	31	6	5	3
1855	1398	5	4	39	31	17	27	0
2026	883	5	4	39	31	14	9	2
2332	888	5	4	39	31	27	4	0
2332	325	5	0	39	31	15	28	3
230	2005	5	4	39	31	90	21	1
1626	890	5	4	39	31	53	9	2
931	1131	5	2	39	31	86	11	2
218	1038	5	4	39	31	46	25	3
270	1037	5	0	39	31	65	21	1
359	487	5	4	39	31	96	26	2
2111	791	5	4	39	31	50	28	3
1304	1856	5	2	39	31	49	26	2
2258	943	5	4	39	31	72	17	2
1645	1924	5	4	39	31	49	26	2
1626	1665	5	2	39	31	70	7	1
1436	982	5	4	39	31	57	7	1
1680	1157	5	4	39	31	73	19	0
1702	1951	5	2	39	31	105	24	2
329	317	5	0	39	31	62	4	0
344	795	5	2	39	31	49	26	2
39	346	5	0	39	31	50	28	3
359	1964	5	0	39	31	89	2	2
1324	1974	5	0	39	31	92	10	0
2111	1448	5	0	39	31	47	0	0
1855	1815	5	3	39	31	12	1	2
2332	1918	5	3	39	31	17	27	0
2258	81	5	3	39	31	72	17	2
1626	1311	5	0	39	31	90	21	1
931	2192	5	4	39	31	62	4	0
218	2215	5	4	39	31	6	5	3
1910	2162	5	4	39	31	73	19	0
1493	2179	5	2	39	31	59	4	0
329	1407	5	0	39	31	35	15	2
55	785	5	4	39	31	77	8	0
359	1145	5	0	39	31	49	26	2
1304	218	5	4	39	31	49	26	2
1143	1928	5	4	39	31	0	6	0
2332	297	5	1	39	31	64	28	3
230	1191	5	4	39	31	22	20	2
1645	392	5	3	39	31	78	12	0
931	47	5	2	39	31	93	7	1
1436	695	5	0	39	31	103	0	0
1680	2161	5	0	39	31	73	19	0
1378	14	5	4	51	31	81	14	1
480	1904	5	3	51	31	49	26	2
2295	2261	5	2	51	31	97	13	2
2054	1752	5	4	51	31	57	7	1
2295	2082	5	2	51	31	87	15	2
2054	1511	5	4	51	31	16	7	1
1378	878	5	2	51	31	62	4	0
480	1869	5	3	51	31	23	26	2
2295	1029	5	2	51	31	64	28	3
2054	1614	5	4	51	31	16	7	1
2295	2063	5	2	51	31	97	13	2
2057	1936	5	1	51	31	56	26	2
2054	1752	5	4	51	31	57	7	1
704	1559	5	3	49	25	15	28	3
952	1523	5	0	49	25	90	21	1
249	1448	5	4	49	25	47	0	0
704	296	5	4	49	25	64	28	3
952	767	5	2	49	25	4	25	3
704	1335	5	4	49	25	50	28	3
249	188	5	3	49	25	101	18	3
249	1324	5	4	49	25	31	19	0
2006	1555	5	4	49	25	50	28	3
2006	822	5	4	49	25	42	7	1
704	1205	5	0	49	25	81	14	1
2027	1667	5	0	3	31	76	7	1
70	1974	5	4	3	31	92	10	0
1094	1402	5	0	3	31	77	8	0
594	1782	5	0	3	31	42	7	1
216	295	5	4	3	31	81	14	1
594	432	5	0	3	31	77	8	0
491	987	5	0	3	31	31	19	0
1094	1185	5	0	3	31	38	19	0
594	1635	5	0	3	31	10	7	1
216	738	5	0	3	31	77	8	0
491	2169	5	0	3	31	106	8	0
2027	2165	5	4	3	31	106	8	0
560	954	5	2	25	12	15	28	3
2299	231	5	3	25	12	101	18	3
2299	944	5	3	25	12	72	17	2
1928	1902	5	0	25	12	23	26	2
369	1458	5	0	25	12	23	26	2
508	1964	5	1	25	12	89	2	2
508	266	5	1	25	12	94	15	2
643	6	5	3	25	12	94	15	2
826	2208	5	4	25	12	60	29	0
1873	1629	5	4	25	12	27	4	0
2327	1905	5	3	25	12	36	23	2
2327	1463	5	3	25	12	3	17	2
1224	2072	5	3	25	12	35	15	2
171	773	5	4	25	12	12	1	2
257	447	5	3	25	12	21	15	2
447	1921	5	2	25	12	86	11	2
1441	1518	5	3	25	12	26	22	2
1109	2093	5	3	25	12	21	15	2
2090	946	5	3	25	12	70	7	1
248	1817	5	0	25	12	12	1	2
457	1387	5	3	25	12	90	21	1
1434	260	5	0	25	12	89	2	2
49	447	5	0	25	12	21	15	2
41	1814	5	3	25	12	12	1	2
1656	1584	5	1	25	12	76	7	1
1990	1652	5	0	25	12	42	7	1
848	1715	5	4	25	12	70	7	1
1070	161	5	0	25	12	49	26	2
2020	2074	5	3	25	12	94	15	2
237	1518	5	3	25	12	26	22	2
1061	1896	5	0	25	12	75	26	2
1006	2054	5	4	25	12	84	13	2
1291	571	5	3	25	12	50	28	3
2299	2176	5	2	25	12	90	21	1
1486	2073	5	4	25	12	94	15	2
2210	1806	5	4	25	12	12	1	2
1881	1460	5	0	25	12	87	15	2
508	1959	5	2	25	12	26	22	2
508	80	5	2	25	12	72	17	2
826	1835	5	4	25	12	96	26	2
2102	605	5	4	25	12	79	11	2
2327	950	5	2	25	12	73	19	0
687	2050	5	3	25	12	84	13	2
171	1814	5	4	25	12	12	1	2
1999	1392	5	2	25	12	84	13	2
1434	2257	5	2	25	12	40	29	0
49	32	5	2	25	12	87	15	2
41	205	5	2	25	12	89	2	2
848	976	5	2	25	12	75	26	2
1070	2217	5	2	25	12	60	29	0
237	972	5	4	25	12	1	26	2
2299	953	5	2	25	12	35	15	2
1928	1902	5	0	25	12	23	26	2
1477	2158	5	4	25	12	3	17	2
2110	1378	5	2	25	12	5	29	0
508	2011	5	2	25	12	90	21	1
508	26	5	2	25	12	87	15	2
826	877	5	4	25	12	62	4	0
2327	323	5	2	25	12	81	14	1
2327	833	5	2	25	12	12	1	2
1106	2072	5	2	25	12	35	15	2
1106	2084	5	2	25	12	87	15	2
1224	1844	5	1	25	12	75	26	2
687	14	5	0	25	12	81	14	1
1817	581	5	2	25	12	84	13	2
447	1063	5	2	25	12	40	29	0
1999	1514	5	2	25	12	71	28	3
2090	1813	5	2	25	12	12	1	2
248	32	5	4	25	12	87	15	2
1434	2227	5	2	25	12	74	29	0
41	1948	5	2	25	12	52	16	0
41	1347	5	2	25	12	60	29	0
234	902	5	0	25	12	21	15	2
848	1271	5	2	25	12	1	26	2
1291	831	5	2	25	12	87	15	2
560	6	5	2	25	12	94	15	2
1928	1289	5	0	25	12	49	26	2
1486	1445	5	0	25	12	87	15	2
2110	1518	5	3	25	12	26	22	2
643	1330	5	3	25	12	4	25	3
826	582	5	4	25	12	67	29	0
1873	643	5	4	25	12	94	15	2
2327	610	5	3	25	12	68	28	3
1106	2091	5	3	25	12	21	15	2
1224	1421	5	1	25	12	40	29	0
687	461	5	3	25	12	72	17	2
687	1555	5	3	25	12	50	28	3
171	2088	5	4	25	12	21	15	2
1441	402	5	3	25	12	56	26	2
1922	280	5	0	25	12	64	28	3
1999	1875	5	1	25	12	26	22	2
1109	2090	5	3	25	12	21	15	2
2090	79	5	3	25	12	72	17	2
1434	79	5	4	25	12	72	17	2
41	389	5	3	25	12	81	14	1
848	92	5	4	25	12	4	25	3
1070	1265	5	0	25	12	12	1	2
420	1536	5	3	25	12	28	28	3
237	1901	5	3	25	12	23	26	2
237	39	5	3	25	12	78	12	0
2299	1477	5	3	25	12	42	7	1
1928	1902	5	0	25	12	23	26	2
2110	454	5	0	25	12	37	9	2
2102	116	5	0	25	12	59	4	0
1873	689	5	4	25	12	35	15	2
687	1721	5	3	25	12	42	7	1
687	578	5	3	25	12	105	24	2
687	1812	5	3	25	12	12	1	2
1817	2054	5	1	25	12	84	13	2
447	267	5	2	25	12	39	30	1
1999	1260	5	1	25	12	42	7	1
1109	853	5	3	25	12	94	15	2
2090	193	5	2	25	12	36	23	2
248	1314	5	4	25	12	39	30	1
1434	1633	5	4	25	12	10	7	1
41	220	5	0	25	12	72	17	2
848	292	5	4	25	12	4	25	3
2020	713	5	0	25	12	104	7	1
420	1339	5	3	25	12	81	14	1
237	15	5	0	25	12	94	15	2
1061	1647	5	4	25	12	104	7	1
1876	389	5	3	64	13	81	14	1
1258	1069	5	4	64	13	12	1	2
362	934	5	0	64	13	22	20	2
192	2049	5	0	64	13	84	13	2
818	1595	5	4	64	13	76	7	1
2002	360	5	1	64	13	43	7	1
2188	973	5	4	64	13	1	26	2
1258	774	5	4	64	13	84	13	2
192	1659	5	4	64	13	104	7	1
399	1521	5	3	64	13	71	28	3
2188	1800	5	4	64	13	42	7	1
1307	1444	5	4	64	13	47	0	0
818	2255	5	4	64	13	40	29	0
399	762	5	2	64	13	12	1	2
2042	230	5	4	64	13	39	30	1
1307	2107	5	3	64	13	37	9	2
1258	774	5	4	64	13	84	13	2
211	2008	5	4	64	13	90	21	1
192	189	5	4	64	13	49	26	2
818	358	5	4	64	13	104	7	1
2002	279	5	1	64	13	27	4	0
2042	523	5	4	64	13	43	7	1
1307	843	5	4	64	13	104	7	1
1876	295	5	3	64	13	81	14	1
362	1593	5	4	64	13	76	7	1
211	377	5	4	64	13	42	7	1
192	841	5	4	64	13	49	26	2
2042	830	5	4	64	13	43	7	1
2251	1176	5	0	17	1	57	7	1
2248	1473	5	4	17	1	50	28	3
2251	792	5	0	17	1	76	7	1
1994	1170	5	3	75	12	89	2	2
2039	539	5	2	75	12	49	26	2
1569	1214	5	0	75	12	89	2	2
2161	1171	5	2	75	12	89	2	2
2039	2006	5	2	75	12	86	11	2
1994	387	5	2	75	12	4	25	3
1569	1961	5	0	75	12	89	2	2
1008	549	5	2	75	12	49	26	2
2039	1829	5	4	75	12	1	26	2
1994	581	5	3	75	12	84	13	2
2161	1784	5	3	75	12	42	7	1
2039	2011	5	2	75	12	90	21	1
2039	983	5	2	75	12	57	7	1
1994	1064	5	1	75	12	89	2	2
1834	922	5	4	75	12	18	20	2
1008	1214	5	4	75	12	89	2	2
2161	880	5	0	75	12	49	26	2
1710	1763	5	3	37	12	48	7	1
1942	791	5	0	37	12	50	28	3
66	2155	5	4	37	12	72	17	2
1717	982	5	2	37	12	57	7	1
1320	1648	5	3	37	12	41	7	1
763	1701	5	4	37	12	42	7	1
1867	2056	5	4	37	12	84	13	2
882	1517	5	3	37	12	81	14	1
566	1924	5	0	37	12	49	26	2
2186	1263	5	3	37	12	36	23	2
1058	1841	5	1	37	12	22	20	2
2270	1301	5	0	37	12	3	17	2
1018	1250	5	0	37	12	49	26	2
1565	651	5	0	37	12	6	5	3
2074	773	5	4	37	12	12	1	2
2247	217	5	3	37	12	84	13	2
2247	773	5	3	37	12	12	1	2
1120	1716	5	0	37	12	1	26	2
2128	291	5	3	37	12	60	29	0
2112	831	5	3	37	12	87	15	2
1533	2264	5	4	37	12	84	13	2
509	307	5	4	37	12	81	14	1
921	1276	5	0	37	12	57	7	1
1124	736	5	3	37	12	11	29	0
1883	1770	5	3	37	12	41	7	1
1129	275	5	1	37	12	18	20	2
182	1643	5	3	37	12	104	7	1
1710	1716	5	4	37	12	1	26	2
1310	1364	5	4	37	12	90	21	1
2135	434	5	2	37	12	62	4	0
2245	2042	5	0	37	12	100	13	2
2245	1392	5	0	37	12	84	13	2
1547	2154	5	4	37	12	72	17	2
1466	2077	5	3	37	12	89	2	2
66	2083	5	2	37	12	87	15	2
1717	282	5	2	37	12	105	24	2
1087	971	5	4	37	12	81	14	1
381	302	5	2	37	12	57	7	1
1320	975	5	2	37	12	52	16	0
235	1964	5	1	37	12	89	2	2
303	1345	5	2	37	12	100	13	2
303	503	5	2	37	12	94	15	2
303	213	5	2	37	12	27	4	0
104	1175	5	4	37	12	65	21	1
566	748	5	4	37	12	1	26	2
1058	288	5	0	37	12	22	20	2
892	2005	5	1	37	12	90	21	1
283	492	5	0	37	12	49	26	2
1018	2044	5	4	37	12	100	13	2
1565	388	5	2	37	12	4	25	3
2247	1846	5	4	37	12	22	20	2
1603	1829	5	4	37	12	1	26	2
2128	1242	5	4	37	12	89	2	2
1730	1145	5	0	37	12	49	26	2
1730	1863	5	0	37	12	83	26	2
1533	626	5	4	37	12	72	17	2
509	1997	5	2	37	12	77	8	0
921	1907	5	0	37	12	4	25	3
1459	602	5	1	37	12	72	17	2
2315	220	5	3	37	12	72	17	2
182	1858	5	2	37	12	49	26	2
2231	204	5	4	37	12	89	2	2
1710	1813	5	4	37	12	12	1	2
2135	721	5	2	37	12	22	20	2
2367	818	5	2	37	12	57	7	1
1547	1817	5	4	37	12	12	1	2
1589	112	5	4	37	12	62	4	0
66	2210	5	2	37	12	60	29	0
381	238	5	2	37	12	90	21	1
1320	695	5	2	37	12	103	0	0
763	841	5	4	37	12	49	26	2
1288	1954	5	0	37	12	105	24	2
566	218	5	4	37	12	49	26	2
2186	1814	5	2	37	12	12	1	2
2186	1633	5	2	37	12	10	7	1
892	2053	5	1	37	12	84	13	2
886	538	5	0	37	12	49	26	2
1565	539	5	2	37	12	49	26	2
2074	1392	5	2	37	12	84	13	2
2247	1814	5	2	37	12	12	1	2
1961	1126	5	4	37	12	97	13	2
1363	488	5	2	37	12	26	22	2
260	1102	5	4	37	12	85	3	2
1730	1377	5	2	37	12	5	29	0
1533	216	5	4	37	12	84	13	2
921	958	5	0	37	12	100	13	2
1459	1824	5	4	37	12	12	1	2
433	217	5	4	37	12	84	13	2
1883	715	5	2	37	12	61	7	1
1129	1527	5	4	37	12	81	14	1
1710	483	5	3	37	12	24	12	0
1942	181	5	0	37	12	21	15	2
66	224	5	4	37	12	39	30	1
1717	2227	5	2	37	12	74	29	0
1087	1250	5	4	37	12	49	26	2
381	297	5	4	37	12	64	28	3
1320	726	5	3	37	12	60	29	0
763	552	5	4	37	12	78	12	0
172	2105	5	0	37	12	37	9	2
1288	346	5	0	37	12	50	28	3
303	2062	5	3	37	12	97	13	2
882	1406	5	4	37	12	1	26	2
2186	518	5	1	37	12	14	9	2
2270	1419	5	0	37	12	105	24	2
1565	1817	5	0	37	12	12	1	2
891	190	5	0	37	12	101	18	3
2247	911	5	4	37	12	75	26	2
1603	1410	5	4	37	12	89	2	2
1120	1406	5	0	37	12	1	26	2
2128	1977	5	3	37	12	92	10	0
1363	1876	5	4	37	12	26	22	2
1730	205	5	3	37	12	89	2	2
509	1641	5	4	37	12	104	7	1
509	434	5	4	37	12	62	4	0
921	1814	5	0	37	12	12	1	2
1459	1102	5	3	37	12	85	3	2
1459	616	5	3	37	12	84	13	2
433	1268	5	4	37	12	72	17	2
1883	5	5	3	37	12	94	15	2
2231	2081	5	4	37	12	89	2	2
1710	1168	5	3	37	12	49	26	2
2135	973	5	4	37	12	1	26	2
1466	346	5	3	37	12	50	28	3
1589	1857	5	4	37	12	49	26	2
1942	1797	5	0	37	12	4	25	3
1087	215	5	4	37	12	62	4	0
381	302	5	2	37	12	57	7	1
1320	1157	5	2	37	12	73	19	0
235	220	5	1	37	12	72	17	2
1867	286	5	4	37	12	27	4	0
303	2073	5	3	37	12	94	15	2
566	80	5	0	37	12	72	17	2
2186	1275	5	0	37	12	6	5	3
2270	2093	5	0	37	12	21	15	2
886	1409	5	0	37	12	23	26	2
1565	581	5	2	37	12	84	13	2
2074	522	5	4	37	12	36	23	2
891	472	5	0	37	12	101	18	3
1603	602	5	4	37	12	72	17	2
2112	1879	5	2	37	12	26	22	2
1363	1655	5	4	37	12	1	26	2
260	220	5	4	37	12	72	17	2
1730	1514	5	0	37	12	71	28	3
1730	282	5	3	37	12	105	24	2
1533	580	5	4	37	12	84	13	2
921	645	5	0	37	12	106	8	0
1459	2052	5	3	37	12	84	13	2
1459	2095	5	3	37	12	25	9	2
433	2155	5	4	37	12	72	17	2
2315	1245	5	3	37	12	63	3	2
1129	480	5	1	37	12	24	12	0
182	1159	5	1	37	12	60	29	0
1562	1744	5	4	1	25	57	7	1
